MonitoringLocationIdentifier,ActivityStartDateTime,Ammonia-nitrogen_value,Ammonia-nitrogen_unit,Chloride_value,Chloride_unit,"Chlorophyll a, free of pheophytin_value","Chlorophyll a, free of pheophytin_unit",Copper_value,Copper_unit,Dissolved oxygen (DO)_value,Dissolved oxygen (DO)_unit,Escherichia coli_value,Escherichia coli_unit,Kjeldahl nitrogen_value,Kjeldahl nitrogen_unit,Microcystin_value,Microcystin_unit,Nitrate_value,Nitrate_unit,Nitrate + Nitrite_value,Nitrate + Nitrite_unit,Nitrite_value,Nitrite_unit,Orthophosphate_value,Orthophosphate_unit,Precipitation 24hr prior to monitoring event amount_value,Precipitation 24hr prior to monitoring event amount_unit,Specific conductance_value,Specific conductance_unit,Sulfate_value,Sulfate_unit,"Temperature, air_value","Temperature, air_unit","Temperature, water_value","Temperature, water_unit","Total Phosphorus, mixed forms_value","Total Phosphorus, mixed forms_unit",Total dissolved solids_value,Total dissolved solids_unit,Total suspended solids_value,Total suspended solids_unit,"Transparency, Secchi tube with disk_value","Transparency, Secchi tube with disk_unit",Turbidity_value,Turbidity_unit,pH_value,pH_unit
21IOWA_WQX-10070002,2025-01-09 08:30:00,,,29.0,mg/L,,,,,13.1,mg/L,10.0,MPN/100mL,0.4,mg/L,,,,,9.8,mg/L,,,,,,,,,31.0,mg/L,,,0.2,deg C,0.03,mg/L,400.0,mg/L,1.0,mg/L,,,,,8.1,
21IOWA_WQX-10070002,2025-02-10 08:20:00,0.08,mg/L,25.0,mg/L,1.0,ug/L,,,13.5,mg/L,10.0,MPN/100mL,,,,,,,6.7,mg/L,,,,,,,,,36.0,mg/L,,,0.3,deg C,0.02,mg/L,360.0,mg/L,1.0,mg/L,,,1.1,NTU,8.2,
21IOWA_WQX-10070002,2025-03-11 07:50:00,0.13,mg/L,25.0,mg/L,9.0,ug/L,7.5,ug/L,10.9,mg/L,52.0,MPN/100mL,1.5,mg/L,,,,,9.6,mg/L,,,0.19,mg/L,,,,,18.0,mg/L,,,6.3,deg C,0.34,mg/L,340.0,mg/L,59.0,mg/L,,,35.0,NTU,8.1,
21IOWA_WQX-10070002,2025-04-08 13:00:00,,,26.0,mg/L,2.0,ug/L,1.2,ug/L,12.4,mg/L,10.0,MPN/100mL,,,,,,,8.8,mg/L,,,0.02,mg/L,,,,,23.0,mg/L,,,8.8,deg C,0.06,mg/L,320.0,mg/L,6.0,mg/L,,,2.4,NTU,8.4,
21IOWA_WQX-10070003,2024-01-03 10:10:00,0.08,mg/L,24.0,mg/L,2.0,ug/L,,,13.5,mg/L,31.0,MPN/100mL,0.32,mg/L,,,,,1.2,mg/L,,,,,,,,,58.0,mg/L,,,0.3,deg C,,,360.0,mg/L,2.0,mg/L,,,1.3,NTU,8.3,
21IOWA_WQX-10070003,2024-02-05 10:15:00,0.08,mg/L,22.0,mg/L,3.0,ug/L,,,13.6,mg/L,31.0,MPN/100mL,0.43,mg/L,,,,,2.2,mg/L,,,0.05,mg/L,,,,,48.0,mg/L,,,0.1,deg C,0.07,mg/L,350.0,mg/L,3.0,mg/L,,,1.8,NTU,8.7,
21IOWA_WQX-10070003,2024-03-04 10:05:00,,,20.0,mg/L,4.0,ug/L,,,11.0,mg/L,86.0,MPN/100mL,0.34,mg/L,,,,,1.0,mg/L,,,0.03,mg/L,,,,,48.0,mg/L,,,6.7,deg C,0.04,mg/L,330.0,mg/L,2.0,mg/L,,,1.6,NTU,8.4,
21IOWA_WQX-10070003,2024-04-01 10:35:00,,,29.0,mg/L,15.0,ug/L,,,10.8,mg/L,41.0,MPN/100mL,0.89,mg/L,,,,,4.0,mg/L,,,0.04,mg/L,,,,,45.0,mg/L,,,8.6,deg C,0.06,mg/L,380.0,mg/L,8.0,mg/L,,,3.5,NTU,8.5,
21IOWA_WQX-10070003,2024-05-01 10:50:00,,,28.0,mg/L,22.0,ug/L,1.6,ug/L,,,1500.0,MPN/100mL,1.0,mg/L,,,,,11.0,mg/L,,,0.05,mg/L,,,,,30.0,mg/L,,,13.8,deg C,0.17,mg/L,350.0,mg/L,69.0,mg/L,,,25.0,NTU,8.3,
21IOWA_WQX-10070003,2024-06-03 10:45:00,,,28.0,mg/L,4.0,ug/L,1.6,ug/L,7.9,mg/L,290.0,MPN/100mL,0.63,mg/L,,,,,17.0,mg/L,,,0.1,mg/L,,,,,28.0,mg/L,,,19.5,deg C,0.19,mg/L,420.0,mg/L,48.0,mg/L,,,26.0,NTU,8.1,
21IOWA_WQX-10070003,2024-07-01 10:35:00,,,25.0,mg/L,5.0,ug/L,1.7,ug/L,7.9,mg/L,360.0,MPN/100mL,1.1,mg/L,,,,,17.0,mg/L,,,0.12,mg/L,,,,,20.0,mg/L,,,19.9,deg C,0.18,mg/L,420.0,mg/L,34.0,mg/L,,,20.0,NTU,8.1,
21IOWA_WQX-10070003,2024-08-01 10:10:00,,,24.0,mg/L,20.0,ug/L,1.3,ug/L,7.7,mg/L,120.0,MPN/100mL,0.52,mg/L,,,,,12.0,mg/L,,,0.07,mg/L,,,,,29.0,mg/L,,,24.7,deg C,0.12,mg/L,390.0,mg/L,35.0,mg/L,,,15.0,NTU,8.3,
21IOWA_WQX-10070003,2024-09-05 10:10:00,,,22.0,mg/L,18.0,ug/L,,,8.7,mg/L,110.0,MPN/100mL,0.56,mg/L,,,,,2.6,mg/L,,,0.03,mg/L,,,,,41.0,mg/L,,,19.4,deg C,0.06,mg/L,360.0,mg/L,9.0,mg/L,,,3.1,NTU,8.3,
21IOWA_WQX-10070003,2024-10-08 10:15:00,,,16.0,mg/L,4.0,ug/L,,,10.3,mg/L,220.0,MPN/100mL,,,,,,,1.5,mg/L,,,,,,,,,35.0,mg/L,,,11.8,deg C,0.03,mg/L,310.0,mg/L,3.0,mg/L,,,1.5,NTU,8.2,
21IOWA_WQX-10070003,2024-11-11 11:40:00,,,20.0,mg/L,4.0,ug/L,,,11.9,mg/L,110.0,MPN/100mL,,,,,,,1.5,mg/L,,,0.02,mg/L,,,,,41.0,mg/L,,,9.3,deg C,0.05,mg/L,360.0,mg/L,2.0,mg/L,,,1.6,NTU,8.2,
21IOWA_WQX-10070003,2024-12-09 10:25:00,,,21.0,mg/L,1.0,ug/L,,,12.4,mg/L,31.0,MPN/100mL,,,,,,,3.2,mg/L,,,,,,,,,37.0,mg/L,,,0.9,deg C,0.04,mg/L,380.0,mg/L,1.0,mg/L,,,1.9,NTU,8.2,
21IOWA_WQX-10070003,2025-01-09 10:05:00,0.08,mg/L,29.0,mg/L,2.0,ug/L,,,11.5,mg/L,10.0,MPN/100mL,0.6,mg/L,,,,,6.3,mg/L,,,0.04,mg/L,,,,,56.0,mg/L,,,0.2,deg C,0.05,mg/L,470.0,mg/L,2.0,mg/L,,,1.7,NTU,8.1,
21IOWA_WQX-10070003,2025-02-10 10:00:00,0.07,mg/L,23.0,mg/L,1.0,ug/L,,,12.2,mg/L,,,0.54,mg/L,,,,,3.6,mg/L,,,,,,,,,51.0,mg/L,,,0.1,deg C,0.04,mg/L,410.0,mg/L,2.0,mg/L,,,1.1,NTU,8.1,
21IOWA_WQX-10070003,2025-03-11 09:40:00,0.35,mg/L,20.0,mg/L,15.0,ug/L,4.9,ug/L,11.5,mg/L,120.0,MPN/100mL,2.8,mg/L,,,,,6.8,mg/L,,,0.34,mg/L,,,,,23.0,mg/L,,,4.9,deg C,0.66,mg/L,310.0,mg/L,140.0,mg/L,,,70.0,NTU,8.1,
21IOWA_WQX-10070003,2025-04-08 11:30:00,,,28.0,mg/L,8.0,ug/L,1.3,ug/L,11.5,mg/L,31.0,MPN/100mL,0.68,mg/L,,,,,12.0,mg/L,,,0.04,mg/L,,,,,34.0,mg/L,,,7.4,deg C,0.12,mg/L,400.0,mg/L,41.0,mg/L,,,15.0,NTU,8.4,
21IOWA_WQX-10070004,2024-01-03 09:10:00,0.14,mg/L,35.0,mg/L,5.0,ug/L,,,13.3,mg/L,31.0,MPN/100mL,0.49,mg/L,,,,,2.4,mg/L,,,0.08,mg/L,,,,,32.0,mg/L,,,0.2,deg C,0.12,mg/L,330.0,mg/L,2.0,mg/L,,,1.8,NTU,8.3,
21IOWA_WQX-10070004,2024-02-05 09:20:00,0.13,mg/L,26.0,mg/L,6.0,ug/L,1.0,ug/L,13.3,mg/L,110.0,MPN/100mL,0.72,mg/L,,,,,5.4,mg/L,,,0.12,mg/L,,,,,27.0,mg/L,,,0.1,deg C,0.19,mg/L,310.0,mg/L,26.0,mg/L,,,5.4,NTU,8.4,
21IOWA_WQX-10070004,2024-03-04 09:10:00,,,29.0,mg/L,7.0,ug/L,,,10.0,mg/L,52.0,MPN/100mL,0.39,mg/L,,,,,1.8,mg/L,,,0.04,mg/L,,,,,27.0,mg/L,,,7.7,deg C,0.07,mg/L,300.0,mg/L,1.0,mg/L,,,1.8,NTU,8.2,
21IOWA_WQX-10070004,2024-04-01 09:30:00,0.06,mg/L,40.0,mg/L,12.0,ug/L,,,10.4,mg/L,31.0,MPN/100mL,0.81,mg/L,,,,,3.1,mg/L,,,0.04,mg/L,,,,,25.0,mg/L,,,8.7,deg C,0.07,mg/L,320.0,mg/L,4.0,mg/L,,,2.4,NTU,8.3,
21IOWA_WQX-10070004,2024-05-01 09:50:00,,,34.0,mg/L,7.0,ug/L,1.9,ug/L,,,430.0,MPN/100mL,0.7,mg/L,,,,,13.0,mg/L,,,0.08,mg/L,,,,,18.0,mg/L,,,12.8,deg C,0.18,mg/L,330.0,mg/L,55.0,mg/L,,,24.0,NTU,8.1,
21IOWA_WQX-10070004,2024-06-03 09:40:00,,,31.0,mg/L,3.0,ug/L,1.6,ug/L,8.5,mg/L,210.0,MPN/100mL,0.57,mg/L,,,,,14.0,mg/L,,,0.06,mg/L,,,,,19.0,mg/L,,,18.2,deg C,0.15,mg/L,390.0,mg/L,50.0,mg/L,,,25.0,NTU,8.0,
21IOWA_WQX-10070004,2024-07-01 09:30:00,,,29.0,mg/L,2.0,ug/L,1.1,ug/L,8.5,mg/L,980.0,MPN/100mL,0.86,mg/L,,,,,15.0,mg/L,,,0.08,mg/L,,,,,15.0,mg/L,,,18.9,deg C,0.19,mg/L,370.0,mg/L,75.0,mg/L,,,30.0,NTU,8.1,
21IOWA_WQX-10070004,2024-08-01 09:00:00,,,27.0,mg/L,3.0,ug/L,2.3,ug/L,7.8,mg/L,880.0,MPN/100mL,,,,,,,12.0,mg/L,,,0.09,mg/L,,,,,15.0,mg/L,,,22.8,deg C,0.16,mg/L,380.0,mg/L,45.0,mg/L,,,20.0,NTU,8.1,
21IOWA_WQX-10070004,2024-09-05 09:00:00,,,41.0,mg/L,7.0,ug/L,1.6,ug/L,8.2,mg/L,160.0,MPN/100mL,,,,,,,3.1,mg/L,,,0.09,mg/L,,,,,26.0,mg/L,,,19.0,deg C,0.09,mg/L,330.0,mg/L,6.0,mg/L,,,2.3,NTU,8.1,
21IOWA_WQX-10070004,2024-10-08 09:10:00,,,28.0,mg/L,3.0,ug/L,,,9.2,mg/L,280.0,MPN/100mL,,,,,,,2.1,mg/L,,,0.05,mg/L,,,,,26.0,mg/L,,,11.9,deg C,0.08,mg/L,290.0,mg/L,1.0,mg/L,,,1.3,NTU,8.1,
21IOWA_WQX-10070004,2024-11-11 12:40:00,,,30.0,mg/L,1.0,ug/L,,,11.3,mg/L,180.0,MPN/100mL,,,,,,,5.8,mg/L,,,0.1,mg/L,,,,,22.0,mg/L,,,9.6,deg C,0.12,mg/L,350.0,mg/L,5.0,mg/L,,,1.4,NTU,8.3,
21IOWA_WQX-10070004,2024-12-09 09:10:00,,,28.0,mg/L,,,,,13.2,mg/L,75.0,MPN/100mL,,,,,,,6.6,mg/L,,,0.04,mg/L,,,,,25.0,mg/L,,,1.2,deg C,0.06,mg/L,330.0,mg/L,1.0,mg/L,,,1.3,NTU,8.0,
21IOWA_WQX-10070004,2025-01-09 09:10:00,,,35.0,mg/L,1.0,ug/L,,,12.8,mg/L,,,0.4,mg/L,,,,,9.7,mg/L,,,0.03,mg/L,,,,,24.0,mg/L,,,0.2,deg C,0.05,mg/L,380.0,mg/L,1.0,mg/L,,,1.4,NTU,8.0,
21IOWA_WQX-10070004,2025-02-10 08:55:00,0.1,mg/L,30.0,mg/L,3.0,ug/L,,,13.9,mg/L,20.0,MPN/100mL,0.57,mg/L,,,,,5.6,mg/L,,,,,,,,,28.0,mg/L,,,0.2,deg C,0.05,mg/L,340.0,mg/L,,,,,1.8,NTU,8.1,
21IOWA_WQX-10070004,2025-03-11 08:35:00,0.28,mg/L,30.0,mg/L,7.0,ug/L,2.0,ug/L,11.2,mg/L,86.0,MPN/100mL,1.3,mg/L,,,,,9.9,mg/L,,,0.17,mg/L,,,,,18.0,mg/L,,,6.6,deg C,0.28,mg/L,340.0,mg/L,34.0,mg/L,,,18.0,NTU,8.2,
21IOWA_WQX-10070004,2025-04-08 12:30:00,0.05,mg/L,30.0,mg/L,2.0,ug/L,,,12.1,mg/L,,,0.82,mg/L,,,,,8.9,mg/L,,,0.03,mg/L,,,,,18.0,mg/L,,,8.0,deg C,0.07,mg/L,340.0,mg/L,7.0,mg/L,,,3.1,NTU,8.3,
21IOWA_WQX-10090001,2024-01-03 10:35:00,,,35.0,mg/L,8.0,ug/L,,,14.5,mg/L,85.0,MPN/100mL,0.42,mg/L,,,,,4.5,mg/L,,,0.06,mg/L,,,,,28.0,mg/L,,,1.5,deg C,0.08,mg/L,350.0,mg/L,2.0,mg/L,,,1.5,NTU,8.3,
21IOWA_WQX-10090001,2024-02-05 12:10:00,0.29,mg/L,34.0,mg/L,6.0,ug/L,,,13.5,mg/L,,,0.8,mg/L,,,,,4.8,mg/L,,,0.08,mg/L,,,,,32.0,mg/L,,,0.6,deg C,0.11,mg/L,360.0,mg/L,3.0,mg/L,,,1.0,NTU,8.7,
21IOWA_WQX-10090001,2024-03-04 11:55:00,,,31.0,mg/L,78.0,ug/L,,,9.8,mg/L,10.0,MPN/100mL,0.91,mg/L,,,,,2.9,mg/L,,,,,,,,,27.0,mg/L,,,7.1,deg C,0.09,mg/L,300.0,mg/L,8.0,mg/L,,,3.4,NTU,8.9,
21IOWA_WQX-10090001,2024-04-01 12:10:00,,,34.0,mg/L,120.0,ug/L,1.2,ug/L,11.9,mg/L,,,1.7,mg/L,,,,,4.1,mg/L,,,,,,,,,27.0,mg/L,,,8.5,deg C,0.13,mg/L,300.0,mg/L,23.0,mg/L,,,9.5,NTU,8.8,
21IOWA_WQX-10090001,2024-05-01 12:40:00,,,33.0,mg/L,34.0,ug/L,,,,,1200.0,MPN/100mL,0.74,mg/L,,,,,11.0,mg/L,,,0.04,mg/L,,,,,26.0,mg/L,,,14.7,deg C,0.1,mg/L,330.0,mg/L,18.0,mg/L,,,7.2,NTU,8.4,
21IOWA_WQX-10090001,2024-06-03 13:10:00,,,30.0,mg/L,14.0,ug/L,1.3,ug/L,8.5,mg/L,180.0,MPN/100mL,0.62,mg/L,,,,,17.0,mg/L,,,0.09,mg/L,,,,,22.0,mg/L,,,19.7,deg C,0.17,mg/L,410.0,mg/L,45.0,mg/L,,,21.0,NTU,8.1,
21IOWA_WQX-10090001,2024-07-01 12:40:00,,,21.0,mg/L,7.0,ug/L,1.6,ug/L,8.4,mg/L,310.0,MPN/100mL,0.78,mg/L,,,,,18.0,mg/L,,,0.14,mg/L,,,,,18.0,mg/L,,,19.4,deg C,0.24,mg/L,380.0,mg/L,48.0,mg/L,,,28.0,NTU,7.9,
21IOWA_WQX-10090001,2024-08-01 12:45:00,,,24.0,mg/L,130.0,ug/L,,,11.5,mg/L,86.0,MPN/100mL,1.2,mg/L,,,,,5.2,mg/L,,,,,,,,,24.0,mg/L,,,26.2,deg C,0.09,mg/L,290.0,mg/L,32.0,mg/L,,,11.0,NTU,8.6,
21IOWA_WQX-10090001,2024-09-05 12:00:00,,,23.0,mg/L,73.0,ug/L,1.1,ug/L,10.0,mg/L,63.0,MPN/100mL,0.78,mg/L,,,,,3.5,mg/L,,,0.04,mg/L,,,,,25.0,mg/L,,,20.4,deg C,0.12,mg/L,320.0,mg/L,19.0,mg/L,,,9.7,NTU,8.5,
21IOWA_WQX-10090001,2024-10-08 12:25:00,,,32.0,mg/L,16.0,ug/L,,,10.7,mg/L,85.0,MPN/100mL,,,,,,,3.8,mg/L,,,0.05,mg/L,,,,,26.0,mg/L,,,14.8,deg C,0.09,mg/L,320.0,mg/L,6.0,mg/L,,,3.4,NTU,8.3,
21IOWA_WQX-10090001,2024-11-11 09:30:00,,,32.0,mg/L,7.0,ug/L,2.3,ug/L,11.2,mg/L,74.0,MPN/100mL,,,,,,,3.6,mg/L,,,0.06,mg/L,,,,,25.0,mg/L,,,8.5,deg C,0.09,mg/L,330.0,mg/L,4.0,mg/L,,,2.2,NTU,8.0,
21IOWA_WQX-10090001,2024-12-09 12:45:00,,,32.0,mg/L,10.0,ug/L,,,16.5,mg/L,75.0,MPN/100mL,,,,,,,7.3,mg/L,,,0.03,mg/L,,,,,28.0,mg/L,,,1.1,deg C,0.06,mg/L,360.0,mg/L,7.0,mg/L,,,3.2,NTU,8.4,
21IOWA_WQX-10090001,2025-01-09 12:40:00,0.06,mg/L,29.0,mg/L,5.0,ug/L,1.2,ug/L,13.6,mg/L,31.0,MPN/100mL,0.8,mg/L,,,,,7.4,mg/L,,,0.12,mg/L,,,,,28.0,mg/L,,,0.5,deg C,0.13,mg/L,370.0,mg/L,3.0,mg/L,,,2.3,NTU,8.3,
21IOWA_WQX-10090001,2025-02-10 11:50:00,0.05,mg/L,34.0,mg/L,8.0,ug/L,,,14.3,mg/L,,,0.59,mg/L,,,,,5.3,mg/L,,,0.03,mg/L,,,,,30.0,mg/L,,,0.4,deg C,0.08,mg/L,350.0,mg/L,3.0,mg/L,,,1.4,NTU,8.3,
21IOWA_WQX-10090001,2025-03-11 11:30:00,0.26,mg/L,23.0,mg/L,9.0,ug/L,2.0,ug/L,11.8,mg/L,20.0,MPN/100mL,2.0,mg/L,,,,,4.7,mg/L,,,0.27,mg/L,,,,,19.0,mg/L,,,4.9,deg C,0.36,mg/L,280.0,mg/L,8.0,mg/L,,,9.7,NTU,8.1,
21IOWA_WQX-10090001,2025-04-08 11:15:00,,,29.0,mg/L,22.0,ug/L,1.0,ug/L,11.9,mg/L,,,1.1,mg/L,,,,,13.0,mg/L,,,0.04,mg/L,,,,,25.0,mg/L,,,7.6,deg C,0.11,mg/L,370.0,mg/L,13.0,mg/L,,,5.7,NTU,8.4,
21IOWA_WQX-10100001,2024-01-03 13:20:00,,,24.0,mg/L,6.0,ug/L,,,13.7,mg/L,20.0,MPN/100mL,0.86,mg/L,,,,,3.0,mg/L,,,,,,,,,33.0,mg/L,,,1.3,deg C,0.04,mg/L,270.0,mg/L,2.0,mg/L,,,3.7,NTU,8.3,
21IOWA_WQX-10100001,2024-02-05 13:10:00,,,27.0,mg/L,5.0,ug/L,,,12.9,mg/L,52.0,MPN/100mL,0.56,mg/L,,,,,7.3,mg/L,,,0.03,mg/L,,,,,29.0,mg/L,,,1.0,deg C,0.08,mg/L,310.0,mg/L,9.0,mg/L,,,4.0,NTU,8.3,
21IOWA_WQX-10100001,2024-03-04 13:00:00,,,24.0,mg/L,6.0,ug/L,1.9,ug/L,10.4,mg/L,150.0,MPN/100mL,0.43,mg/L,,,,,2.6,mg/L,,,,,,,,,29.0,mg/L,,,8.9,deg C,0.04,mg/L,260.0,mg/L,4.0,mg/L,,,4.6,NTU,8.1,
21IOWA_WQX-10100001,2024-04-01 13:15:00,,,33.0,mg/L,30.0,ug/L,,,11.1,mg/L,86.0,MPN/100mL,,,,,,,8.6,mg/L,,,,,,,,,24.0,mg/L,,,8.9,deg C,0.08,mg/L,310.0,mg/L,16.0,mg/L,,,5.1,NTU,8.3,
21IOWA_WQX-10100001,2024-05-01 13:45:00,,,36.0,mg/L,7.0,ug/L,1.2,ug/L,,,370.0,MPN/100mL,,,,,,,20.0,mg/L,,,0.04,mg/L,,,,,17.0,mg/L,,,13.8,deg C,0.15,mg/L,390.0,mg/L,31.0,mg/L,,,16.0,NTU,7.9,
21IOWA_WQX-10100001,2024-06-03 14:10:00,,,27.0,mg/L,5.0,ug/L,,,7.6,mg/L,110.0,MPN/100mL,0.6,mg/L,,,,,19.0,mg/L,,,0.07,mg/L,,,,,18.0,mg/L,,,19.9,deg C,0.13,mg/L,360.0,mg/L,14.0,mg/L,,,11.0,NTU,7.8,
21IOWA_WQX-10100001,2024-07-01 14:00:00,,,21.0,mg/L,6.0,ug/L,1.3,ug/L,7.5,mg/L,300.0,MPN/100mL,0.82,mg/L,,,,,15.0,mg/L,,,0.1,mg/L,,,,,15.0,mg/L,,,20.0,deg C,0.14,mg/L,350.0,mg/L,12.0,mg/L,,,6.9,NTU,7.8,
21IOWA_WQX-10100001,2024-08-01 14:00:00,,,21.0,mg/L,28.0,ug/L,,,9.3,mg/L,160.0,MPN/100mL,,,,,,,6.0,mg/L,,,,,,,,,23.0,mg/L,,,27.1,deg C,0.06,mg/L,280.0,mg/L,7.0,mg/L,,,3.4,NTU,8.3,
21IOWA_WQX-10100001,2024-09-05 13:10:00,,,21.0,mg/L,97.0,ug/L,2.1,ug/L,11.5,mg/L,96.0,MPN/100mL,0.75,mg/L,,,,,0.7,mg/L,,,,,,,,,26.0,mg/L,,,21.2,deg C,0.1,mg/L,250.0,mg/L,16.0,mg/L,,,6.2,NTU,8.7,
21IOWA_WQX-10100001,2024-10-08 13:30:00,,,25.0,mg/L,3.0,ug/L,1.8,ug/L,11.0,mg/L,97.0,MPN/100mL,,,,,,,2.3,mg/L,,,,,,,,,27.0,mg/L,,,14.8,deg C,0.04,mg/L,260.0,mg/L,1.0,mg/L,,,1.5,NTU,8.1,
21IOWA_WQX-10100001,2024-11-11 08:30:00,,,25.0,mg/L,3.0,ug/L,1.7,ug/L,10.1,mg/L,110.0,MPN/100mL,,,,,,,2.4,mg/L,,,0.03,mg/L,,,,,32.0,mg/L,,,9.0,deg C,0.07,mg/L,290.0,mg/L,2.0,mg/L,,,2.0,NTU,8.1,
21IOWA_WQX-10100001,2024-12-09 14:00:00,,,26.0,mg/L,5.0,ug/L,,,14.9,mg/L,20.0,MPN/100mL,,,,,,,5.2,mg/L,,,,,,,,,35.0,mg/L,,,1.9,deg C,0.03,mg/L,290.0,mg/L,1.0,mg/L,,,3.4,NTU,8.1,
21IOWA_WQX-10100001,2025-01-09 13:45:00,0.18,mg/L,30.0,mg/L,3.0,ug/L,,,12.3,mg/L,,,0.87,mg/L,,,,,9.9,mg/L,,,0.03,mg/L,,,,,29.0,mg/L,,,0.6,deg C,0.06,mg/L,340.0,mg/L,1.0,mg/L,,,2.8,NTU,7.9,
21IOWA_WQX-10100001,2025-02-10 12:50:00,,,26.0,mg/L,2.0,ug/L,,,13.3,mg/L,,,,,,,,,4.1,mg/L,,,,,,,,,37.0,mg/L,,,0.5,deg C,0.04,mg/L,300.0,mg/L,1.0,mg/L,,,2.8,NTU,7.9,
21IOWA_WQX-10100001,2025-03-11 12:25:00,0.44,mg/L,22.0,mg/L,9.0,ug/L,3.0,ug/L,11.5,mg/L,140.0,MPN/100mL,2.9,mg/L,,,,,5.8,mg/L,,,0.15,mg/L,,,,,19.0,mg/L,,,4.9,deg C,0.32,mg/L,280.0,mg/L,14.0,mg/L,,,15.0,NTU,7.9,
21IOWA_WQX-10100001,2025-04-08 08:30:00,,,28.0,mg/L,9.0,ug/L,1.0,ug/L,11.2,mg/L,31.0,MPN/100mL,,,,,,,12.0,mg/L,,,,,,,,,21.0,mg/L,,,6.7,deg C,0.11,mg/L,320.0,mg/L,22.0,mg/L,,,10.0,NTU,8.1,
21IOWA_WQX-10120001,2024-01-03 11:05:00,,,30.0,mg/L,10.0,ug/L,1.4,ug/L,13.5,mg/L,20.0,MPN/100mL,0.48,mg/L,,,,,3.2,mg/L,,,0.15,mg/L,,,,,55.0,mg/L,,,1.7,deg C,0.19,mg/L,390.0,mg/L,2.0,mg/L,,,,,8.3,
21IOWA_WQX-10120001,2024-02-05 10:40:00,,,33.0,mg/L,9.0,ug/L,,,14.0,mg/L,,,0.71,mg/L,,,,,3.2,mg/L,,,0.25,mg/L,,,,,49.0,mg/L,,,0.4,deg C,0.28,mg/L,380.0,mg/L,3.0,mg/L,,,,,8.9,
21IOWA_WQX-10120001,2024-03-04 10:25:00,,,30.0,mg/L,47.0,ug/L,,,10.4,mg/L,30.0,MPN/100mL,0.85,mg/L,,,,,1.5,mg/L,,,0.06,mg/L,,,,,47.0,mg/L,,,7.9,deg C,0.15,mg/L,360.0,mg/L,8.0,mg/L,,,3.6,NTU,8.7,
21IOWA_WQX-10120001,2024-04-01 11:00:00,,,33.0,mg/L,43.0,ug/L,1.2,ug/L,11.2,mg/L,,,1.1,mg/L,,,,,9.9,mg/L,,,0.09,mg/L,,,,,45.0,mg/L,,,8.1,deg C,0.17,mg/L,450.0,mg/L,13.0,mg/L,,,4.9,NTU,8.6,
21IOWA_WQX-10120001,2024-05-01 11:20:00,,,28.0,mg/L,49.0,ug/L,1.1,ug/L,,,51.0,MPN/100mL,1.2,mg/L,,,,,7.0,mg/L,,,0.07,mg/L,,,,,38.0,mg/L,,,13.2,deg C,0.19,mg/L,380.0,mg/L,37.0,mg/L,,,14.0,NTU,8.4,
21IOWA_WQX-10120001,2024-06-03 11:20:00,,,27.0,mg/L,20.0,ug/L,1.3,ug/L,8.6,mg/L,98.0,MPN/100mL,0.82,mg/L,,,,,12.0,mg/L,,,0.09,mg/L,,,,,34.0,mg/L,,,18.8,deg C,0.17,mg/L,400.0,mg/L,38.0,mg/L,,,18.0,NTU,8.2,
21IOWA_WQX-10120001,2024-07-01 10:50:00,,,18.0,mg/L,13.0,ug/L,1.6,ug/L,7.9,mg/L,150.0,MPN/100mL,1.4,mg/L,,,,,8.4,mg/L,,,0.19,mg/L,,,,,27.0,mg/L,,,20.4,deg C,0.27,mg/L,370.0,mg/L,28.0,mg/L,,,14.0,NTU,8.0,
21IOWA_WQX-10120001,2024-08-01 10:30:00,,,21.0,mg/L,100.0,ug/L,1.0,ug/L,9.1,mg/L,41.0,MPN/100mL,1.3,mg/L,,,,,5.0,mg/L,,,,,,,,,35.0,mg/L,,,24.4,deg C,0.14,mg/L,360.0,mg/L,27.0,mg/L,,,11.0,NTU,8.5,
21IOWA_WQX-10120001,2024-09-05 10:30:00,,,24.0,mg/L,120.0,ug/L,,,9.3,mg/L,110.0,MPN/100mL,1.3,mg/L,,,,,2.0,mg/L,,,,,,,,,41.0,mg/L,,,19.6,deg C,0.17,mg/L,360.0,mg/L,38.0,mg/L,,,14.0,NTU,8.3,
21IOWA_WQX-10120001,2024-10-08 10:40:00,,,26.0,mg/L,13.0,ug/L,2.7,ug/L,9.7,mg/L,75.0,MPN/100mL,,,,,,,3.1,mg/L,,,0.06,mg/L,,,,,50.0,mg/L,,,13.2,deg C,0.1,mg/L,350.0,mg/L,5.0,mg/L,,,2.3,NTU,8.1,
21IOWA_WQX-10120001,2024-11-11 10:55:00,,,28.0,mg/L,5.0,ug/L,,,10.7,mg/L,490.0,MPN/100mL,,,,,,,2.7,mg/L,,,0.12,mg/L,,,,,46.0,mg/L,,,9.6,deg C,0.14,mg/L,390.0,mg/L,3.0,mg/L,,,1.3,NTU,8.3,
21IOWA_WQX-10120001,2024-12-09 11:00:00,,,27.0,mg/L,9.0,ug/L,,,14.1,mg/L,,,,,,,,,4.8,mg/L,,,0.07,mg/L,,,,,52.0,mg/L,,,1.6,deg C,0.1,mg/L,430.0,mg/L,1.0,mg/L,,,1.5,NTU,8.3,
