station,station_name,day,doy,gdd_40_86,high,highc,low,lowc,precip,snow,snowd
IA0157,ALLISON,2024-01-01,1,0.0,31.0,-0.6,21.0,-6.1,0.0001,0.0001,0.0
IA7700,SIOUX CENTER 2 SE,2024-01-01,1,0.0,27.0,-2.8,17.0,-8.3,0.0,0.0,0.0
IATSUX,Sioux City Area,2024-01-01,1,0.0,33.0,0.6,9.0,-12.8,0.0,0.0,1.0
IA0149,Allerton,2024-01-01,1,0.0,30.0,-1.1,22.0,-5.6,0.0,0.0,0.0
IA4142,IOWA-FALLS,2024-01-01,1,0.0,30.0,-1.1,20.0,-6.7,0.0001,0.0001,0.0
IA2209,DES MOINES WSFO-JOHNSTON,2024-01-01,1,0.0,34.0,1.1,22.0,-5.6,0.0,0.0,0.0
IA8706,WATERLOO,2024-01-01,1,0.0,27.0,-2.8,22.0,-5.6,0.0,0.0,0.0
IATCID,Cedar Rapids Area,2024-01-01,1,0.0,29.0,-1.7,19.0,-7.2,0.0,0.0,0.0
IA5086,MANCHESTER-2,2024-01-01,1,0.0,32.0,0.0,24.0,-4.4,0.0001,0.0001,0.0
IA0200,AMES-8-WSW,2024-01-01,1,0.0,33.0,0.6,21.0,-6.1,0.0,0.0,0.0
IA1402,CHARLES-CITY,2024-01-01,1,0.0,24.0,-4.4,19.0,-7.2,0.0001,0.0001,0.0001
IA5123,MAPLETON NO. 2,2024-01-01,1,0.0,26.0,-3.3,7.0,-13.9,0.0,0.0,0.0
IA7708,SIOUX-CITY-WSO-AP,2024-01-01,1,0.0,33.0,0.6,9.0,-12.8,0.0,0.0,1.0
IA3517,GUTTENBERG-L-AND-D-10,2024-01-01,1,0.0,33.0,0.6,25.0,-3.9,0.0,0.0,0.0
IA2171,DENISON,2024-01-01,1,0.0,27.0,-2.8,22.0,-5.6,0.0,0.0,0.0
IA2864,FAYETTE,2024-01-01,1,0.0,30.0,-1.1,21.0,-6.1,0.0,0.0,0.0
IA6316,OSCEOLA-3-WSW,2024-01-01,1,0.0,31.0,-0.6,23.0,-5.0,0.0,0.0,0.0
IA1063,Burlington Airport,2024-01-01,1,0.0,31.0,-0.6,23.0,-5.0,0.0,0.0,0.0
IA2603,Elkader 6SSW (Osborn),2024-01-01,1,0.0,33.0,0.6,24.0,-4.4,0.0001,0.0001,0.0
IA2977,FOREST-CITY,2024-01-01,1,0.0,28.0,-2.2,19.0,-7.2,0.0,0.0,0.0
IAD003,Iowa Drought Region 3 - Northeast,2024-01-01,1,0.0,32.0,0.0,24.0,-4.4,0.0,0.0,0.0
IATDBQ,Dubuque Area,2024-01-01,1,0.0,30.0,-1.1,18.0,-7.8,0.0,0.0,3.0
IA8688,WASHINGTON,2024-01-01,1,0.0,34.0,1.1,25.0,-3.9,0.0001,0.0001,0.0001
IA5131,MAQUOKETA-2-W,2024-01-01,1,0.0,34.0,1.1,28.0,-2.2,0.0,0.0,0.0
IA7726,SIOUX-RAPIDS,2024-01-01,1,0.0,25.0,-3.9,20.0,-6.7,0.0,0.0,0.0
IATMCW,Mason City Area,2024-01-01,1,0.0,28.0,-2.2,17.0,-8.3,0.0,0.0,0.0
IA5235,MASON CITY MUNICIPAL AP,2024-01-01,1,0.0,28.0,-2.2,17.0,-8.3,0.0,0.0,0.0
IAD001,Iowa Drought Region 1 - Northwest,2024-01-01,1,0.0,26.0,-3.3,16.0,-8.9,0.0,0.0,0.4
IA5796,MOUNT-PLEASANT,2024-01-01,1,0.0,34.0,1.1,27.0,-2.8,0.0,0.0,0.0
IA0203,AMES 5 SE,2024-01-01,1,0.0,29.0,-1.7,22.0,-5.6,0.0001,0.0,0.0
IA5230,Mason City,2024-01-01,1,0.0,29.0,-1.7,21.0,-6.1,0.0,0.0,0.0
IA5769,MOUNT-AYR,2024-01-01,1,0.0,31.0,-0.6,22.0,-5.6,0.0,0.0,0.0
IA2725,ESTHERVILLE MUNICIPAL AP,2024-01-01,1,0.0,33.0,0.6,19.0,-7.2,0.0,0.0,0.0
IA2070,DAVENPORT WFO,2024-01-01,1,0.0,30.0,-1.1,22.0,-5.6,0.0,0.0,0.0
IA0385,AUDUBON,2024-01-01,1,0.0,26.0,-3.3,20.0,-6.7,0.0,0.0,0.0
IAC007,Iowa - Southwest Climate Division,2024-01-01,1,0.0,29.0,-1.7,21.0,-6.1,0.0,0.0,0.0
IAD005,Iowa Drought Region 5 - Southeast,2024-01-01,1,0.0,32.0,0.0,25.0,-3.9,0.0,0.0,0.0
IA1257,CASCADE,2024-01-01,1,0.0,32.0,0.0,25.0,-3.9,0.0,0.0,0.0
IA0197,AMES MUNICIPAL AP,2024-01-01,1,0.0,33.0,0.6,22.0,-5.6,0.0,0.0,0.0
IAC001,Iowa - Northwest Climate Division,2024-01-01,1,0.0,26.0,-3.3,18.0,-7.8,0.0,0.0,0.2
IA1833,CORNING,2024-01-01,1,0.0,29.0,-1.7,22.0,-5.6,0.0,0.0,0.0
IA3584,HAMPTON-2-NW,2024-01-01,1,0.0,30.0,-1.1,21.0,-6.1,0.0001,0.0001,0.0
IA7664,SIBLEY-5-NNE,2024-01-01,1,0.0,31.0,-0.6,18.0,-7.8,0.0,0.0,0.0
IA1233,CARROLL-2-SSW,2024-01-01,1,0.0,27.0,-2.8,23.0,-5.0,0.0,0.0,0.0
IA0000,Iowa Average,2024-01-01,1,0.0,30.0,-1.1,22.0,-5.6,0.0,0.0,0.1
IA2999,FORT-DODGE,2024-01-01,1,0.0,28.0,-2.2,20.0,-6.7,0.0,0.0,0.0
IA1962,Creston,2024-01-01,1,0.0,30.0,-1.1,22.0,-5.6,0.0,0.0,0.0
IA0133,ALGONA,2024-01-01,1,0.0,26.0,-3.3,19.0,-7.2,0.0,0.0,0.0
IA6910,RATHBUN DAM,2024-01-01,1,0.0,32.0,0.0,24.0,-4.4,0.0,0.0,0.0
IA2724,Estherville 4E,2024-01-01,1,0.0,27.0,-2.8,18.0,-7.8,0.0,0.0,0.0
IA6566,PERRY,2024-01-01,1,0.0,29.0,-1.7,22.0,-5.6,0.0,0.0,0.0
IA4381,KEOKUK LOCK DAM 19,2024-01-01,1,0.0,35.0,1.7,29.0,-1.7,0.0,0.0,0.0
IA7844,Spencer,2024-01-01,1,0.0,33.0,0.6,20.0,-6.7,0.0,0.0,0.0
IA7859,SPIRIT LAKE,2024-01-01,1,0.0,28.0,-2.2,21.0,-6.1,0.0,0.0,0.0
IA3473,GRINNELL-3-SW,2024-01-01,1,0.0,32.0,0.0,22.0,-5.6,0.0001,0.0001,0.0
IA5992,NEWTON,2024-01-01,1,0.0,31.0,-0.6,22.0,-5.6,0.0001,0.0001,0.0
IA6719,POCAHONTAS,2024-01-01,1,0.0,27.0,-2.8,20.0,-6.7,0.0,0.0,0.0
IA1319,CEDAR-RAPIDS-1,2024-01-01,1,0.0,33.0,0.6,24.0,-4.4,0.0,0.0,0.0
IAKSPW,Spencer Airport,2024-01-01,1,0.0,35.0,1.7,22.0,-5.6,0.0,0.0,0.0001
IAC002,Iowa - North Central Climate Division,2024-01-01,1,0.0,29.0,-1.7,20.0,-6.7,0.0,0.0,0.0
IAD002,Iowa Drought Region 2 - Northcentral,2024-01-01,1,0.0,28.0,-2.2,21.0,-6.1,0.0,0.0,0.0
IA1635,CLINTON-1,2024-01-01,1,0.0,33.0,0.6,26.0,-3.3,0.0001,0.0001,0.0
IA1394,CHARITON,2024-01-01,1,0.0,30.0,-1.1,22.0,-5.6,0.0,0.0,0.0
IA1731,COLUMBUS JUNCT 2 SSW,2024-01-01,1,0.0,35.0,1.7,26.0,-3.3,0.0,0.0,1.0
IA0600,BELLE-PLAINE,2024-01-01,1,0.0,39.0,3.9,23.0,-5.0,0.0001,0.0001,0.0
IA2367,Dubuque Airport,2024-01-01,1,0.0,30.0,-1.1,18.0,-7.8,0.0,0.0,3.0
IA6151,OAKLAND-2-E,2024-01-01,1,0.0,28.0,-2.2,20.0,-6.7,0.0,0.0,0.0
IA3438,GREENFIELD,2024-01-01,1,0.0,29.0,-1.7,21.0,-6.1,0.0,0.0,0.0
IA3487,GRUNDY-CENTER,2024-01-01,1,0.0,31.0,-0.6,21.0,-6.1,0.0001,0.0001,0.0001
IATSPW,Spencer Area,2024-01-01,1,0.0,35.0,1.7,22.0,-5.6,0.0,0.0,0.0001
IA6800,PRIMGHAR,2024-01-01,1,0.0,33.0,0.6,20.0,-6.7,0.0,0.0,0.0
IA3509,GUTHRIE-CENTER,2024-01-01,1,0.0,29.0,-1.7,23.0,-5.0,0.0,0.0,0.0
IA2789,FAIRFIELD,2024-01-01,1,0.0,34.0,1.1,26.0,-3.3,0.0001,0.0001,0.0001
IAC008,Iowa - South Central Climate Division,2024-01-01,1,0.0,31.0,-0.6,24.0,-4.4,0.0,0.0,0.0
IA6940,RED-OAK,2024-01-01,1,3.5,47.0,8.3,22.0,-5.6,0.0,0.0,0.0
IA6103,NORTHWOOD,2024-01-01,1,0.0,26.0,-3.3,18.0,-7.8,0.0,0.0,0.0
IA7702,SIOUX CITY ANG,2024-01-01,1,0.0,26.0,-3.3,10.0,-12.2,0.0,0.0,1.0
IA0536,BEACONSFIELD,2024-01-01,1,0.0,31.0,-0.6,23.0,-5.0,0.0,0.0,0.0
IA9067,WILLIAMSBURG,2024-01-01,1,0.0,31.0,-0.6,23.0,-5.0,0.0,0.0,0.0
IA4963,LOWDEN,2024-01-01,1,0.0,30.0,-1.1,21.0,-6.1,0.0001,0.0001,0.0001
IA5199,MARSHALLTOWN MUNICIPAL AP,2024-01-01,1,0.0,29.0,-1.7,20.0,-6.7,0.0,0.0,0.0
IA2299,Donnellson,2024-01-01,1,0.0,33.0,0.6,27.0,-2.8,0.0001,0.0001,0.0
IA8568,VINTON,2024-01-01,1,0.0,32.0,0.0,24.0,-4.4,0.0,0.0,0.0
IA4894,LOGAN,2024-01-01,1,0.0,27.0,-2.8,14.0,-10.0,0.0,0.0,0.0
IA4874,LITTLE SIOUX 2NW,2024-01-01,1,0.0,28.0,-2.2,12.0,-11.1,0.0,0.0,2.0
IA1314,Cedar Rapids Airport,2024-01-01,1,0.0,29.0,-1.7,19.0,-7.2,0.0,0.0,0.0
IA7613,SHENANDOAH-1-NE,2024-01-01,1,0.0,30.0,-1.1,19.0,-7.2,0.0,0.0,0.0
IA8296,TOLEDO,2024-01-01,1,0.0,33.0,0.6,22.0,-5.6,0.0001,0.0,0.0
IA8755,WAUKON,2024-01-01,1,0.0,28.0,-2.2,21.0,-6.1,0.0,0.0,0.0
IA6389,Ottumwa,2024-01-01,1,0.0,29.0,-1.7,22.0,-5.6,0.0,0.0,0.0
IA0214,ANAMOSA 3 SSW,2024-01-01,1,0.0,33.0,0.6,25.0,-3.9,0.0001,0.0001,1.0
IA8026,SWEA CITY 4 W,2024-01-01,1,0.0,28.0,-2.2,20.0,-6.7,0.0,0.0,0.0
IATALO,Waterloo Area,2024-01-01,1,0.0,27.0,-2.8,22.0,-5.6,0.0,0.0,0.0
IA4101,Iowa City,2024-01-01,1,0.0,35.0,1.7,27.0,-2.8,0.0,0.0,0.0
IA5844,MUSCATINE 2N,2024-01-01,1,0.0,38.0,3.3,28.0,-2.2,0.0001,0.0001,0.0001
IA7386,SANBORN,2024-01-01,1,0.0,25.0,-3.9,20.0,-6.7,0.0,0.0,0.0
IA1060,BURLINGTON,2024-01-01,1,0.0,34.0,1.1,28.0,-2.2,0.0,0.0,0.0
IA7979,STORM-LAKE-2-E,2024-01-01,1,0.0,33.0,0.6,21.0,-6.1,0.0,0.0,0.0
IA8806,WEBSTER-CITY,2024-01-01,1,0.0,28.0,-2.2,20.0,-6.7,0.0,0.0,0.0
IA7678,SIGOURNEY,2024-01-01,1,0.0,33.0,0.6,24.0,-4.4,0.0001,0.0001,0.0
IA3910,HOLSTEIN 5 NNW,2024-01-01,1,0.0,25.0,-3.9,16.0,-8.9,0.0,0.0,0.0
IA1354,CENTERVILLE,2024-01-01,1,0.0,32.0,0.0,24.0,-4.4,0.0,0.0,0.0
IATIDA,Ida Grove Area,2024-01-01,1,0.0,26.0,-3.3,11.0,-11.7,0.0,0.0,0.0
IA4389,KEOSAUQUA,2024-01-01,1,0.0,34.0,1.1,27.0,-2.8,0.0,0.0,0.0
IA6766,Postville,2024-01-01,1,0.0,33.0,0.6,22.0,-5.6,0.0,0.0,0.0001
IATOEL,Oelwein Area,2024-01-01,1,0.0,31.0,-0.6,21.0,-6.1,0.0,0.0,0.0
IA7312,SAC-CITY,2024-01-01,1,0.0,26.0,-3.3,21.0,-6.1,0.0,0.0,0.0
IA9132,WINTERSET,2024-01-01,1,0.0,30.0,-1.1,23.0,-5.0,0.0,0.0,0.0
IA4585,Lamoni,2024-01-01,1,0.0,31.0,-0.6,23.0,-5.0,0.0,0.0,0.0
IA4705,Le Claire L&D 14,2024-01-01,1,0.0,34.0,1.1,28.0,-2.2,0.0,0.0,0.0
IA0512,BATTLE CREEK 3NE,2024-01-01,1,0.0,26.0,-3.3,11.0,-11.7,0.0,0.0,0.0
IA5198,MARSHALLTOWN,2024-01-01,1,0.0,32.0,0.0,23.0,-5.0,0.0001,0.0001,0.0001
IA7892,STANLEY,2024-01-01,1,0.0,32.0,0.0,23.0,-5.0,0.0,0.0,0.0
IA2203,Des Moines Airport,2024-01-01,1,0.0,34.0,1.1,23.0,-5.0,0.0,0.0,0.0
IA5952,NEW-HAMPTON,2024-01-01,1,0.0,29.0,-1.7,20.0,-6.7,0.0,0.0,0.0
IA3473,GRINNELL-3-SW,2024-01-02,2,0.0,29.0,-1.7,19.0,-7.2,0.0,0.0,0.0
IA4874,LITTLE SIOUX 2NW,2024-01-02,2,0.0,33.0,0.6,12.0,-11.1,0.0,0.0,2.0
IAC007,Iowa - Southwest Climate Division,2024-01-02,2,0.0,36.0,2.2,19.0,-7.2,0.0,0.0,0.0
IA6566,PERRY,2024-01-02,2,0.0,35.0,1.7,22.0,-5.6,0.0,0.0,0.0
IA1394,CHARITON,2024-01-02,2,0.0,33.0,0.6,21.0,-6.1,0.0,0.0,0.0
IA8755,WAUKON,2024-01-02,2,0.0,23.0,-5.0,18.0,-7.8,0.0,0.0,0.0
IA0133,ALGONA,2024-01-02,2,0.0,31.0,-0.6,18.0,-7.8,0.0,0.0,0.0
IA5198,MARSHALLTOWN,2024-01-02,2,0.0,29.0,-1.7,18.0,-7.8,0.0,0.0,0.0
IA6327,OSKALOOSA,2024-01-02,2,0.0,31.0,-0.6,22.0,-5.6,0.0,0.0,0.0
IA1731,COLUMBUS JUNCT 2 SSW,2024-01-02,2,0.0,28.0,-2.2,21.0,-6.1,0.0,0.0,0.0
IA1635,CLINTON-1,2024-01-02,2,0.0,33.0,0.6,23.0,-5.0,0.0,0.0,0.0
IA0203,AMES 5 SE,2024-01-02,2,0.0,32.0,0.0,19.0,-7.2,0.0,0.0,0.0
IA5123,MAPLETON NO. 2,2024-01-02,2,0.0,34.0,1.1,10.0,-12.2,0.0,0.0,0.0
IA4228,JEFFERSON,2024-01-02,2,0.0,35.0,1.7,22.0,-5.6,0.0,0.0,0.0
IA7892,STANLEY,2024-01-02,2,0.0,25.0,-3.9,20.0,-6.7,0.0,0.0,0.0
IAD002,Iowa Drought Region 2 - Northcentral,2024-01-02,2,0.0,32.0,0.0,20.0,-6.7,0.0,0.0,0.0
IAKSPW,Spencer Airport,2024-01-02,2,0.0,37.0,2.8,21.0,-6.1,0.0,0.0,0.0
IA0214,ANAMOSA 3 SSW,2024-01-02,2,0.0,26.0,-3.3,19.0,-7.2,0.0,0.0,1.0
IA3487,GRUNDY-CENTER,2024-01-02,2,0.0,27.0,-2.8,20.0,-6.7,0.0,0.0,0.0
IA2171,DENISON,2024-01-02,2,0.0,34.0,1.1,19.0,-7.2,0.0,0.0,0.0
IA0149,Allerton,2024-01-02,2,0.0,33.0,0.6,22.0,-5.6,0.0,0.0,0.0
IA4142,IOWA-FALLS,2024-01-02,2,0.0,29.0,-1.7,20.0,-6.7,0.0,0.0,0.0
IA8296,TOLEDO,2024-01-02,2,0.0,28.0,-2.2,19.0,-7.2,0.0,0.0,0.0
IA7147,ROCK-RAPIDS,2024-01-02,2,0.0,34.0,1.1,19.0,-7.2,0.0,0.0,0.0
IA1060,BURLINGTON,2024-01-02,2,0.0,28.0,-2.2,22.0,-5.6,0.0,0.0,0.0
IA2977,FOREST-CITY,2024-01-02,2,0.0,29.0,-1.7,19.0,-7.2,0.0,0.0,0.0
IA9132,WINTERSET,2024-01-02,2,0.0,35.0,1.7,23.0,-5.0,0.0,0.0,0.0
IA2110,DECORAH-2-N,2024-01-02,2,0.0,36.0,2.2,23.0,-5.0,0.0,0.0,0.0
IA6800,PRIMGHAR,2024-01-02,2,0.0,36.0,2.2,19.0,-7.2,0.0,0.0,0.0
IA2209,DES MOINES WSFO-JOHNSTON,2024-01-02,2,0.5,41.0,5.0,24.0,-4.4,0.0,0.0,0.0
IAC004,Iowa - West Central Climate Division,2024-01-02,2,0.0,34.0,1.1,17.0,-8.3,0.0,0.0,0.2
IA5086,MANCHESTER-2,2024-01-02,2,0.0,30.0,-1.1,20.0,-6.7,0.0,0.0,0.0
IATOEL,Oelwein Area,2024-01-02,2,0.0,31.0,-0.6,19.0,-7.2,0.0,0.0,0.0
IA1233,CARROLL-2-SSW,2024-01-02,2,0.0,34.0,1.1,22.0,-5.6,0.0,0.0,0.0
IA0536,BEACONSFIELD,2024-01-02,2,0.0,35.0,1.7,22.0,-5.6,0.0,0.0,0.0
IAC001,Iowa - Northwest Climate Division,2024-01-02,2,0.0,33.0,0.6,18.0,-7.8,0.0,0.0,0.2
IA2364,DUBUQUE-LOCK-AND-DAM,2024-01-02,2,0.0,29.0,-1.7,23.0,-5.0,0.0,0.0,0.0
IA6940,RED-OAK,2024-01-02,2,0.0,37.0,2.8,20.0,-6.7,0.0,0.0,0.0
IA2070,DAVENPORT WFO,2024-01-02,2,0.0,33.0,0.6,22.0,-5.6,0.0,0.0,0.0
IA3438,GREENFIELD,2024-01-02,2,0.0,34.0,1.1,21.0,-6.1,0.0,0.0,0.0
IA3509,GUTHRIE-CENTER,2024-01-02,2,0.0,34.0,1.1,20.0,-6.7,0.0,0.0,0.0
IA3007,Fort Madison,2024-01-02,2,0.5,41.0,5.0,26.0,-3.3,0.0,0.0,0.0
IA1319,CEDAR-RAPIDS-1,2024-01-02,2,0.0,33.0,0.6,22.0,-5.6,0.0,0.0,0.0
IA0512,BATTLE CREEK 3NE,2024-01-02,2,0.0,35.0,1.7,12.0,-11.1,0.0,0.0,0.0
IA0364,ATLANTIC-1-NE,2024-01-02,2,0.0,36.0,2.2,21.0,-6.1,0.0,0.0,0.0
IA6151,OAKLAND-2-E,2024-01-02,2,0.0,34.0,1.1,19.0,-7.2,0.0,0.0,0.0
IATDSM,Des Moines Area,2024-01-02,2,0.0,38.0,3.3,23.0,-5.0,0.0,0.0,0.0
IA6103,NORTHWOOD,2024-01-02,2,0.0,27.0,-2.8,18.0,-7.8,0.0,0.0,0.0
IA7664,SIBLEY-5-NNE,2024-01-02,2,0.0,33.0,0.6,18.0,-7.8,0.0,0.0,0.0
IA4735,Le Mars,2024-01-02,2,0.0,32.0,0.0,13.0,-10.6,0.0,0.0,0.0
IA2724,Estherville 4E,2024-01-02,2,0.0,33.0,0.6,19.0,-7.2,0.0,0.0,0.0
IA4381,KEOKUK LOCK DAM 19,2024-01-02,2,0.0,29.0,-1.7,24.0,-4.4,0.0,0.0,0.0
IA0600,BELLE-PLAINE,2024-01-02,2,0.0,27.0,-2.8,18.0,-7.8,0.0,0.0,0.0
IA8026,SWEA CITY 4 W,2024-01-02,2,0.0,31.0,-0.6,20.0,-6.7,0.0,0.0,0.0
IA2689,Emmetsburg,2024-01-02,2,0.0,33.0,0.6,20.0,-6.7,0.0,0.0,0.0
IA5952,NEW-HAMPTON,2024-01-02,2,0.0,24.0,-4.4,17.0,-8.3,0.0,0.0,0.0
IA1833,CORNING,2024-01-02,2,0.0,34.0,1.1,22.0,-5.6,0.0,0.0,0.0
IA8706,WATERLOO,2024-01-02,2,0.0,38.0,3.3,21.0,-6.1,0.0,0.0,0.0
IA6389,Ottumwa,2024-01-02,2,0.5,41.0,5.0,21.0,-6.1,0.0,0.0,0.0
IA3910,HOLSTEIN 5 NNW,2024-01-02,2,0.0,34.0,1.1,12.0,-11.1,0.0,0.0,0.0
IA6305,OSAGE,2024-01-02,2,0.0,26.0,-3.3,19.0,-7.2,0.0,0.0,0.0
IA4705,Le Claire L&D 14,2024-01-02,2,0.0,30.0,-1.1,26.0,-3.3,0.0,0.0,0.0
IAC006,Iowa - East Central Climate Division,2024-01-02,2,0.0,28.0,-2.2,21.0,-6.1,0.0,0.0,0.1
IA7979,STORM-LAKE-2-E,2024-01-02,2,0.0,33.0,0.6,19.0,-7.2,0.0,0.0,0.0
IA3517,GUTTENBERG-L-AND-D-10,2024-01-02,2,0.0,26.0,-3.3,23.0,-5.0,0.0,0.0,0.0
IA7312,SAC-CITY,2024-01-02,2,0.0,34.0,1.1,21.0,-6.1,0.0,0.0,0.0
IA2367,Dubuque Airport,2024-01-02,2,0.0,32.0,0.0,18.0,-7.8,0.0,0.0,3.0
IATSPW,Spencer Area,2024-01-02,2,0.0,37.0,2.8,21.0,-6.1,0.0,0.0,0.0
IA1354,CENTERVILLE,2024-01-02,2,0.0,32.0,0.0,22.0,-5.6,0.0,0.0,0.0
IATSUX,Sioux City Area,2024-01-02,2,0.0,36.0,2.2,20.0,-6.7,0.0,0.0,1.0
IAC008,Iowa - South Central Climate Division,2024-01-02,2,0.0,34.0,1.1,22.0,-5.6,0.0,0.0,0.0
IAD005,Iowa Drought Region 5 - Southeast,2024-01-02,2,0.0,31.0,-0.6,22.0,-5.6,0.0,0.0,0.0
IA7726,SIOUX-RAPIDS,2024-01-02,2,0.0,34.0,1.1,21.0,-6.1,0.0,0.0,0.0
IA5235,MASON CITY MUNICIPAL AP,2024-01-02,2,0.0,36.0,2.2,22.0,-5.6,0.0,0.0,0.0
IA5844,MUSCATINE 2N,2024-01-02,2,0.0,28.0,-2.2,24.0,-4.4,0.0,0.0,0.0001
IA8688,WASHINGTON,2024-01-02,2,0.0,27.0,-2.8,21.0,-6.1,0.0,0.0,0.0001
IA2789,FAIRFIELD,2024-01-02,2,0.0,29.0,-1.7,23.0,-5.0,0.0001,0.0001,0.0001
IA6719,POCAHONTAS,2024-01-02,2,0.0,33.0,0.6,21.0,-6.1,0.0,0.0,0.0
IA5837,MUSCATINE,2024-01-02,2,0.0,30.0,-1.1,22.0,-5.6,0.0,0.0,0.0
IATMCW,Mason City Area,2024-01-02,2,0.0,36.0,2.2,22.0,-5.6,0.0,0.0,0.0
IA9067,WILLIAMSBURG,2024-01-02,2,0.0,26.0,-3.3,19.0,-7.2,0.0,0.0,0.0
IA5199,MARSHALLTOWN MUNICIPAL AP,2024-01-02,2,0.0,39.0,3.9,22.0,-5.6,0.0,0.0,0.0
IA4894,LOGAN,2024-01-02,2,0.0,35.0,1.7,15.0,-9.4,0.0,0.0,0.0
IA1442,CHEROKEE,2024-01-02,2,0.0,34.0,1.1,19.0,-7.2,0.0,0.0,0.0
IA8806,WEBSTER-CITY,2024-01-02,2,0.0,31.0,-0.6,18.0,-7.8,0.0,0.0,0.0
IA5769,MOUNT-AYR,2024-01-02,2,0.0,36.0,2.2,21.0,-6.1,0.0,0.0,0.0
IAC009,Iowa - Southeast Climate Division,2024-01-02,2,0.0,29.0,-1.7,22.0,-5.6,0.0,0.0,0.0
IATAME,Ames Area,2024-01-02,2,0.0,32.0,0.0,18.0,-7.8,0.0,0.0,0.0
IA1063,Burlington Airport,2024-01-02,2,0.5,41.0,5.0,23.0,-5.0,0.0,0.0,0.0
IATIDA,Ida Grove Area,2024-01-02,2,0.0,35.0,1.7,12.0,-11.1,0.0,0.0,0.0
IA6316,OSCEOLA-3-WSW,2024-01-02,2,0.0,36.0,2.2,23.0,-5.0,0.0,0.0,0.0
IA0200,AMES-8-WSW,2024-01-02,2,0.5,41.0,5.0,21.0,-6.1,0.0,0.0,0.0
IA0157,ALLISON,2024-01-02,2,0.0,27.0,-2.8,20.0,-6.7,0.0,0.0,0.0
IATDBQ,Dubuque Area,2024-01-02,2,0.0,32.0,0.0,18.0,-7.8,0.0,0.0,3.0
IA6199,OELWEIN 1E,2024-01-02,2,0.0,26.0,-3.3,19.0,-7.2,0.0,0.0,0.0
IA5230,Mason City,2024-01-02,2,0.0,28.0,-2.2,20.0,-6.7,0.0,0.0,0.0
